0.52187E+00    0.16179E+03
0.53241E+00    0.15491E+03
0.54317E+00    0.14829E+03
0.55414E+00    0.14192E+03
0.56533E+00    0.13581E+03
0.57675E+00    0.12995E+03
0.58840E+00    0.12432E+03
0.60029E+00    0.11894E+03
0.61242E+00    0.11378E+03
0.62479E+00    0.10884E+03
0.63741E+00    0.10411E+03
0.65029E+00    0.99577E+02
0.66342E+00    0.95235E+02
0.67683E+00    0.91075E+02
0.69050E+00    0.87090E+02
0.70445E+00    0.83271E+02
0.71868E+00    0.79611E+02
0.73320E+00    0.76103E+02
0.74801E+00    0.72742E+02
0.76312E+00    0.69522E+02
0.77854E+00    0.66437E+02
0.79426E+00    0.63482E+02
0.81031E+00    0.60652E+02
0.82668E+00    0.57943E+02
0.84338E+00    0.55350E+02
0.86041E+00    0.52868E+02
0.87780E+00    0.50493E+02
0.89553E+00    0.48221E+02
0.91362E+00    0.46047E+02
0.93208E+00    0.43967E+02
0.95091E+00    0.41979E+02
0.97011E+00    0.40076E+02
0.98971E+00    0.38257E+02
0.10097E+01    0.36518E+02
0.10301E+01    0.34854E+02
0.10509E+01    0.33264E+02
0.10721E+01    0.31744E+02
0.10938E+01    0.30291E+02
0.11159E+01    0.28902E+02
0.11384E+01    0.27575E+02
0.11614E+01    0.26306E+02
0.11849E+01    0.25094E+02
0.12088E+01    0.23936E+02
0.12333E+01    0.22830E+02
0.12582E+01    0.21773E+02
0.12836E+01    0.20763E+02
0.13095E+01    0.19799E+02
0.13360E+01    0.18878E+02
0.13630E+01    0.17999E+02
0.13905E+01    0.17159E+02
0.14186E+01    0.16357E+02
0.14472E+01    0.15592E+02
0.14765E+01    0.14862E+02
0.15063E+01    0.14165E+02
0.15367E+01    0.13499E+02
0.15678E+01    0.12864E+02
0.15994E+01    0.12258E+02
0.16318E+01    0.11680E+02
0.16647E+01    0.11129E+02
0.16984E+01    0.10603E+02
0.17327E+01    0.10101E+02
0.17677E+01    0.96220E+01
0.18034E+01    0.91652E+01
0.18398E+01    0.87295E+01
0.18770E+01    0.83140E+01
0.19149E+01    0.79176E+01
0.19536E+01    0.75396E+01
0.19930E+01    0.71791E+01
0.20333E+01    0.68354E+01
0.20744E+01    0.65077E+01
0.21163E+01    0.61953E+01
0.21590E+01    0.58976E+01
0.22026E+01    0.56140E+01
0.22471E+01    0.53439E+01
0.22925E+01    0.50866E+01
0.23388E+01    0.48416E+01
0.23861E+01    0.46084E+01
